% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=400000, Sun Oct 28 19:59:40 2018, <python>{}</python>
1 8 0.6845956499236088 0 0 0.6662533880044932 0.6837588573547142 0.6404760026488272 0.6452218627479925 0.6717694336086535
2 16 0.5959892210181318 0 0 0.5886547869502099 0.5799829752730781 0.533364933060384 0.5299803616882719 0.5731828249433979
3 24 0.48533601738822646 0 0 0.48103554612052457 0.43783862191373996 0.39364422673508 0.43368143417643173 0.45190709436702226
4 32 0.40629425153643023 0 0 0.38568952122322864 0.3672194774841313 0.2999390102899453 0.3479130188974544 0.3835748319400659
5 40 0.3525290050646116 0 0 0.32837763301855594 0.30797048485404843 0.24241322790129063 0.30257920598053684 0.3257532566069371
6 48 0.28809445251191673 0 0 0.26176833551521445 0.25181362967392873 0.1857478602620791 0.23084791456201117 0.2557095141592166
7 56 0.2630094182521674 0 0 0.24895480750208412 0.19912176892603906 0.16263291807753547 0.20849277083812773 0.22440914486611854
8 64 0.22208465982058967 0 0 0.21253836475791166 0.15564775730127606 0.13190099458182514 0.17323386072924102 0.18559281001508957
9 72 0.19679227927033885 0 0 0.1866721428229719 0.1408111149279803 0.0937634897568829 0.15323363789628794 0.1631246671187123
10 80 0.1831657660011771 0 0 0.1729455860726547 0.12053771824088275 0.08680528945781835 0.1418464648643127 0.1456315278607336
11 88 0.17111358486939995 0 0 0.16628148335151957 0.11045943934564567 0.08149128127709854 0.11697447203971148 0.13842142239105515
12 96 0.17671938516135616 0 0 0.1689154052814513 0.10816630882312966 0.08567248710704102 0.12997446364736878 0.1307440799475148
13 104 0.16737611384571416 0 0 0.1580610285631376 0.11274909847632823 0.07942570506833944 0.11359160417156867 0.11855912480515254
14 112 0.14561535925247676 0 0 0.12006560468960205 0.09411561989506054 0.06511815826201482 0.10604248645849916 0.10345838901962004
15 120 0.14167886033660154 0 0 0.12412311080507828 0.09142986777543236 0.0663940439950666 0.09721709311701482 0.09476639163460887
16 128 0.14328375161026033 0 0 0.13207467186503144 0.09555041064728921 0.06390178400531737 0.09483444892240155 0.09249046261596179
17 136 0.13833353675239907 0 0 0.13275705430281 0.09298535784479936 0.061747448604720485 0.08702527565784246 0.07363555537562574
