% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=400000, Sun Oct 28 19:59:40 2018, <python>{}</python>
1 8 0.6845956499236088 1.0000400008000108 52.35838643290845 5.2358386432908453e+01 804.865785370435 1926.474487879474   
2 16 0.5959892210181318 1.187870048357325 52.35838643290845 5.6106315953134356e+01 279.22237887676624 1251.9293720596156   
3 24 0.48533601738822646 1.3397253921614964 18.718608800461617 1.8718608800461617e+01 176.6635023210831 613.9494580584931   
4 32 0.40629425153643023 1.3725455988912585 14.963675246197383 1.4963675246197383e+01 285.9097830853741 347.9466883743823   
5 40 0.3525290050646116 1.5924401360499696 14.963675246197383 2.4034002435916705e+01 59.686250534349995 126.86327085235945   
6 48 0.28809445251191673 1.716982365320964 11.986048315777609 1.1986048315777609e+01 50.10592139977273 93.57871175469671   
7 56 0.2630094182521674 1.7372223754594223 9.149120728960828 9.1491207289608276e+00 18.968858018292657 69.66167294261577   
8 64 0.22208465982058967 1.651408933534571 6.264527277892677 6.2645272778926770e+00 15.519576495623504 36.73018471609803   
9 72 0.19679227927033885 1.7052202151368379 4.309822417794151 4.3098224177941509e+00 19.61733063488358 30.494351568652775   
10 80 0.1831657660011771 2.070814487105285 4.309822417794151 6.5266894210754955e+00 13.179547160012284 43.004759797994765   
11 88 0.17111358486939995 2.0830343344925653 4.309822417794151 5.6377413538781669e+00 11.005608440750606 21.480367406672308   
12 96 0.17671938516135616 2.158790846209532 4.309822417794151 8.3108407308113961e+00 13.67310297706263 19.80418182005459   
13 104 0.16737611384571416 2.099578957323058 4.309822417794151 7.9901296531700909e+00 19.055518667800307 29.28474059899066   
14 112 0.14561535925247676 2.1430555146479255 4.309822417794151 4.8064090946089406e+00 8.588767160918568 11.33686668826737   
15 120 0.14167886033660154 2.0320980022139445 3.8843986184176735 3.8843986184176735e+00 8.312884551810791 14.139877831811877   
16 128 0.14328375161026033 2.111382208390252 3.6958238319004764 3.6958238319004764e+00 5.450367045571239 7.1808470797728905   
17 136 0.13833353675239907 2.3589406187010065 3.6958238319004764 3.8208755924753248e+00 6.239624662008664 11.270995161712952   
18 144 0.1413325363877865 2.4166834148131486 3.6958238319004764 3.8720283941135021e+00 6.270455344696375 11.86013158692328   
19 152 0.13001794304255085 2.3488235784639886 3.6958238319004764 3.9598409628227547e+00 6.035136096837027 14.745787540346779   
20 160 0.10813869446342612 2.548196779920534 3.6958238319004764 4.1166372089948853e+00 5.0549372000469335 6.334071055048161   
21 168 0.09909024561269202 2.9309246568155785 3.6958238319004764 4.0384519782403858e+00 6.507515662749167 10.26068251367958   
22 176 0.08350668671835933 2.9574343533265006 3.5897851467595405 3.5897851467595405e+00 4.463857630322862 9.814104064678576   
23 184 0.07516180077391624 3.0207116614135514 3.5897851467595405 3.8193566230175158e+00 4.539691072437907 5.398043891432983   
24 192 0.06754202778612844 2.709435031404806 3.5897851467595405 3.9634560552265685e+00 4.420088182345904 6.662508413854966   
25 200 0.062598639647916 2.8580600222326122 3.5897851467595405 3.7977894395731431e+00 5.022953287730502 5.918315074996747   
