% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=400000, Tue Oct 23 19:37:48 2018
1 8 -0.13213185477457273 -0.0014612937206856381 0.006332929404499636 0.03666088230456388 1 1 1 1 1
2 16 -0.16848076117879326 -0.004403232412548289 0.0298279836557649 0.11420817293622976 1 1 1 1 1
3 24 -0.171943545752059 -0.02270078905019263 0.01137713687975162 0.19640533872477067 1 1 1 1 1
4 32 -0.19798648285707085 -0.07180899984764663 0.008429399180547883 0.20032172187242603 1 1 1 1 1
5 40 -0.2695353142906193 -0.001099462333162313 0.004997456730598289 0.21825866982321057 1 1 1 1 1
6 48 -0.24167717934725017 -0.060790481933086775 0.005567336556660053 0.24224202398399283 1 1 1 1 1
7 56 -0.1755235301634601 -0.017779539577464688 0.02626973686525009 0.13748465565793033 1 1 1 1 1
8 64 -0.24703672642463365 -0.11210103775448022 0.01735706151991445 0.17341594564143034 1 1 1 1 1
9 72 -0.237268785240296 -0.008994740760590376 0.010926991585863566 0.19090190053542794 1 1 1 1 1
10 80 -0.21536672704437257 -0.03214863582953568 0.03172607232192911 0.24291882200519943 1 1 1 1 1
11 88 -0.26254324204464935 -0.05608632785041652 0.013331671548744142 0.2606304607421375 1 1 1 1 1
12 96 -0.3394080164143206 -0.058565296962745095 0.029972835802096583 0.19866431880115812 1 1 1 1 1
13 104 -0.3644079800403773 -0.02245787444577134 0.027422775657452575 0.13751801425293242 1 1 1 1 1
14 112 -0.30564142416907025 -0.022048752101876547 0.023491594016046426 0.1721179732530304 1 1 1 1 1
15 120 -0.2834472485027507 -0.013837206235179172 0.006371722398898017 0.16634509311414986 1 1 1 1 1
16 128 -0.2070558687896004 -0.062482820131483596 0.0015334199435053024 0.12424001007089643 1 1 1 1 1
17 136 -0.2372759324596798 -0.004483340857361046 0.030927840187375998 0.18181423169674668 1 1 1 1 1
18 144 -0.28348017524785446 -0.016836744243616322 0.010694013797728233 0.1423807013572403 1 1 1 1 1
19 152 -0.3167479635148882 -0.005987309477951393 0.024492380848948128 0.18224953599013366 1 1 1 1 1
20 160 -0.32910276887680745 -0.03842265349831886 0.04432929463090472 0.1390899892027161 1 1 1 1 1
21 168 -0.268444189442803 -0.01440398494839782 0.0328910900637642 0.2079613209795781 1 1 1 1 1
22 176 -0.35798231449374224 -0.02691184163279882 0.014295325555621246 0.19629171436528328 1 1 1 1 1
23 184 -0.34412550163323175 -0.02433074464120472 0.0295321697421129 0.19589679139956925 1 1 1 1 1
24 192 -0.3222931973966497 -0.005807710256799884 0.07770794708568138 0.262971093766754 1 1 1 1 1
25 200 -0.2719299287443685 -0.017983443151654052 0.0040693895472740365 0.26382242121682137 1 1 1 1 1
26 208 -0.32211214633704 -0.00878473027165036 0.007414262862884057 0.33499120068640287 1 1 1 1 1
27 216 -0.2807279031028203 -0.010848553713514326 0.08617050387000892 0.3368733802570525 1 1 1 1 1
28 224 -0.23205759840010826 -0.020430120487656495 0.020922825506543223 0.2825747590039581 1 1 1 1 1
29 232 -0.2220963707525112 -0.07682349171191655 0.004548207340381855 0.2848736668394716 1 1 1 1 1
30 240 -0.2662495631317618 -0.09445849015502367 0.008949987433740283 0.2857163420922323 1 1 1 1 1
31 248 -0.3088506255433559 -0.048747378621144116 0.032254994148892074 0.29106261161819214 1 1 1 1 1
32 256 -0.3258359142777251 -0.08007076619294701 0.08621453567323892 0.2637470028690036 1 1 1 1 1
33 264 -0.31881381747910764 -0.09700773545522876 0.03301858074416688 0.25987588674461864 1 1 1 1 1
34 272 -0.23578792518274602 -0.00425966535993103 0.12504208523359628 0.321126281192354 1 1 1 1 1
35 280 -0.23370021169491165 -0.025596135889641717 0.024462984769254247 0.3531328724231635 1 1 1 1 1
36 288 -0.09655299352304234 -0.09655299352304234 0.009046626530016528 0.40166044115720817 1 1 1 1 1
37 296 -0.15834885234496165 -0.03231300603171122 0.01742865347725438 0.38402522556806945 1 1 1 1 1
38 304 -0.045168413572691524 -0.015637653149288663 0.035710369286068036 0.4413111545441895 1 1 1 1 1
39 312 -0.1546510175048279 -0.0917336111616202 0.07133392101625313 0.4345451232639579 1 1 1 1 1
40 320 -0.19125238677754788 -0.04690364179342094 0.02013155579218024 0.45828293224989786 1 1 1 1 1
41 328 -0.2334966943291373 -0.2334966943291373 0.005769912833191946 0.47402217440380895 1 1 1 1 1
42 336 -0.19092827949489252 -0.05291925180039909 0.005712670587917389 0.5728798947698617 1 1 1 1 1
43 344 -0.061823498836903926 -0.043013505262036865 0.06422972906669942 0.6620395099528804 1 1 1 1 1
44 352 -0.04271584520514019 -0.006451482635535405 0.13647362386973802 0.674215697492842 1 1 1 1 1
45 360 -0.03119334460369776 -0.0033832788737888126 0.00045861867019301804 0.7413261694728126 1 1 1 1 1
46 368 -0.07863356136901987 -0.019214132024556938 0.001874041110675143 0.7260250665328684 1 1 1 1 1
47 376 -0.09592996092162137 -0.003499328014795978 0.0051097540374865184 0.6903059422118677 1 1 1 1 1
48 384 -0.15530580846681308 -0.0025465787046218247 0.029274499241930776 0.7825569253589456 1 1 1 1 1
49 392 -0.08440964794314217 -0.0004996796677359721 0.07468266219126038 0.7913168928237855 1 1 1 1 1
50 400 -0.18445094306976556 -0.022628898336330174 0.04529613571315646 0.7603820479528487 1 1 1 1 1
51 408 -0.3417077733442193 -0.08259813909454294 0.06520710460036726 0.8100878126294934 1 1 1 1 1
52 416 -0.38969695827060413 -0.08302475818204354 0.018531932247637415 0.8236559506784754 1 1 1 1 1
53 424 -0.43935465765963794 -0.06588597961978074 0.004092708332624482 0.8013531541266785 1 1 1 1 1
54 432 -0.45777696713160354 -0.07106508180806433 0.06701121846712799 0.7916492157038971 1 1 1 1 1
55 440 -0.32665827568972755 -0.07948966097628732 0.10209749150382726 0.825661858771595 1 1 1 1 1
56 448 -0.37195049994313095 -0.07772768247108007 0.12081473205620982 0.8750719561595259 1 1 1 1 1
57 456 -0.3266737822075483 -0.06522264183516732 0.10012937186517688 0.8813232761425653 1 1 1 1 1
58 464 -0.4483131382906748 -0.06474033185042635 0.0021418049431638554 0.8795957238125307 1 1 1 1 1
59 472 -0.4506083147532279 -0.06543095343879805 0.0022641617668371977 0.8813477784354748 1 1 1 1 1
60 480 -0.38090168736874275 -0.03951338936259191 0.007706004004277657 0.8810331393516005 1 1 1 1 1
61 488 -0.22153023119845258 -0.056447958521265176 0.04197741335474176 0.8620028896320261 1 1 1 1 1
62 496 -0.2979054837105215 -0.11106262753293308 0.04261702946848682 0.8672667274515969 1 1 1 1 1
63 504 -0.3210180508079108 -0.06550858291931744 0.059041958420946755 0.8618608401441827 1 1 1 1 1
